,Year,Semester,Course,Grade,Count,Instructor
33227,2021-22,1,AE799,8S/0X,1,Pritam  Chakraborty   (I)
33228,2021-22,1,AE799,12S/0X,1,Pritam  Chakraborty   (I)
33229,2021-22,1,AE799,16S/0X,4,Pritam  Chakraborty   (I)
33230,2021-22,1,AE799,0S/0X,3,Pritam  Chakraborty   (I)
33231,2021-22,1,AE799,36S/0X,86,Pritam  Chakraborty   (I)
33232,2021-22,1,AE799,27S/0X,12,Pritam  Chakraborty   (I)
33233,2021-22,1,AE799,18S/0X,8,Pritam  Chakraborty   (I)
33234,2021-22,1,AE799,0S/27X,1,Pritam  Chakraborty   (I)
33235,2021-22,1,AE799,9S/0X,3,Pritam  Chakraborty   (I)
33236,2021-22,1,AE799,9S/27X,1,Pritam  Chakraborty   (I)
33237,2021-22,1,AE799,0S/36X,1,Pritam  Chakraborty   (I)
33238,2021-22,1,AE799,18S/0S,1,Pritam  Chakraborty   (I)
33239,2021-22,1,ECO799,16S/0X,3,SOHINI  SAHU   (I)
33240,2021-22,1,ECO799,0S/0X,1,SOHINI  SAHU   (I)
33241,2021-22,1,ECO799,36S/0X,34,SOHINI  SAHU   (I)
33242,2021-22,1,ECO799,27S/0X,3,SOHINI  SAHU   (I)
33243,2021-22,1,ECO799,18S/0X,1,SOHINI  SAHU   (I)
33244,2021-22,1,CHE799,8S/0X,2,NAVEEN TIWARI(I)
33245,2021-22,1,CHE799,0S/8X,1,NAVEEN TIWARI(I)
33246,2021-22,1,CHE799,16S/0X,1,NAVEEN TIWARI(I)
33247,2021-22,1,CHE799,36S/0X,45,NAVEEN TIWARI(I)
33248,2021-22,1,CHE799,27S/0X,9,NAVEEN TIWARI(I)
33249,2021-22,1,CHE799,18S/9X,1,NAVEEN TIWARI(I)
33250,2021-22,1,CHE799,27S/9X,1,NAVEEN TIWARI(I)
33251,2021-22,1,CHE799,0S/36X,1,NAVEEN TIWARI(I)
33252,2021-22,1,CHE799,18S/0X,15,NAVEEN TIWARI(I)
33253,2021-22,1,CHE799,9S/0X,2,NAVEEN TIWARI(I)
33254,2021-22,1,CE799,16S/0X,2,SUPARNO MUKHOPADHYAY(I)
33255,2021-22,1,CE799,0S/8X,1,SUPARNO MUKHOPADHYAY(I)
33256,2021-22,1,CE799,36S/0X,101,SUPARNO MUKHOPADHYAY(I)
33257,2021-22,1,CE799,18S/0X,18,SUPARNO MUKHOPADHYAY(I)
33258,2021-22,1,CE799,0S/0X,2,SUPARNO MUKHOPADHYAY(I)
33259,2021-22,1,CE799,27S/9X,1,SUPARNO MUKHOPADHYAY(I)
33260,2021-22,1,CE799,27S/0X,23,SUPARNO MUKHOPADHYAY(I)
33261,2021-22,1,CE799,18S/18X,4,SUPARNO MUKHOPADHYAY(I)
33262,2021-22,1,CE799,9S/0X,4,SUPARNO MUKHOPADHYAY(I)
33263,2021-22,1,EE799,0S/12X,1,SOUMYA RANJAN  SAHOO (I)
33264,2021-22,1,EE799,16S/0X,9,SOUMYA RANJAN  SAHOO (I)
33265,2021-22,1,EE799,8S/0X,1,SOUMYA RANJAN  SAHOO (I)
33266,2021-22,1,EE799,0S/18X,1,SOUMYA RANJAN  SAHOO (I)
33267,2021-22,1,EE799,36S/0X,186,SOUMYA RANJAN  SAHOO (I)
33268,2021-22,1,EE799,18S/0X,23,SOUMYA RANJAN  SAHOO (I)
33269,2021-22,1,EE799,0S/0X,2,SOUMYA RANJAN  SAHOO (I)
33270,2021-22,1,EE799,27S/0X,11,SOUMYA RANJAN  SAHOO (I)
33271,2021-22,1,EE799,27S/9X,4,SOUMYA RANJAN  SAHOO (I)
33272,2021-22,1,EE799,18S/18X,4,SOUMYA RANJAN  SAHOO (I)
33273,2021-22,1,EE799,9S/0X,4,SOUMYA RANJAN  SAHOO (I)
33274,2021-22,1,EE799,0S/27X,1,SOUMYA RANJAN  SAHOO (I)
33275,2021-22,1,EE799,18S,1,SOUMYA RANJAN  SAHOO (I)
33276,2021-22,1,ME799,16S/0X,12,SHAKTI SINGH  GUPTA (I)
33277,2021-22,1,ME799,12S/0X,1,SHAKTI SINGH  GUPTA (I)
33278,2021-22,1,ME799,8S/0X,1,SHAKTI SINGH  GUPTA (I)
33279,2021-22,1,ME799,0S/8X,1,SHAKTI SINGH  GUPTA (I)
33280,2021-22,1,ME799,36S/0X,114,SHAKTI SINGH  GUPTA (I)
33281,2021-22,1,ME799,0S/0X,5,SHAKTI SINGH  GUPTA (I)
33282,2021-22,1,ME799,27S/0X,13,SHAKTI SINGH  GUPTA (I)
33283,2021-22,1,ME799,9S/27X,1,SHAKTI SINGH  GUPTA (I)
33284,2021-22,1,ME799,18S/0X,15,SHAKTI SINGH  GUPTA (I)
33285,2021-22,1,ME799,27S/9X,2,SHAKTI SINGH  GUPTA (I)
33286,2021-22,1,ME799,0S/36X,1,SHAKTI SINGH  GUPTA (I)
33287,2021-22,1,ME799,18S/9X,1,SHAKTI SINGH  GUPTA (I)
33288,2021-22,1,ME799,9S/9X,2,SHAKTI SINGH  GUPTA (I)
33289,2021-22,1,ME799,9S/0X,5,SHAKTI SINGH  GUPTA (I)
33290,2021-22,1,ME799,0S/9X,1,SHAKTI SINGH  GUPTA (I)
33291,2021-22,1,CHM800A,S,277,RAJA ANGAMUTHU(I)
33292,2021-22,1,CHM799,8S/0X,3,RAJA ANGAMUTHU(I)
33293,2021-22,1,CHM799,16S/0X,5,RAJA ANGAMUTHU(I)
33294,2021-22,1,CHM799,0S/0X,6,RAJA ANGAMUTHU(I)
33295,2021-22,1,CHM799,36S/0X,224,RAJA ANGAMUTHU(I)
33296,2021-22,1,CHM799,27S/9X,1,RAJA ANGAMUTHU(I)
33297,2021-22,1,CHM799,18S/0X,1,RAJA ANGAMUTHU(I)
33298,2021-22,1,CHM799,9S/27X,1,RAJA ANGAMUTHU(I)
33299,2021-22,1,CHM799,27S/0X,4,RAJA ANGAMUTHU(I)
33300,2021-22,1,CHM799,9S/0X,3,RAJA ANGAMUTHU(I)
33301,2021-22,1,CHM801A,S,277,RAJA ANGAMUTHU(I)
33302,2021-22,1,IME799,16S/0X,2,SHANKAR PRAWESH(I)
33303,2021-22,1,IME799,8S/0X,1,SHANKAR PRAWESH(I)
33304,2021-22,1,IME799,18S/0X,9,SHANKAR PRAWESH(I)
33305,2021-22,1,IME799,36S/0X,39,SHANKAR PRAWESH(I)
33306,2021-22,1,IME799,27S/9X,2,SHANKAR PRAWESH(I)
33307,2021-22,1,IME799,27S/0X,5,SHANKAR PRAWESH(I)
33308,2021-22,1,IME698A,S,119,SHANKAR PRAWESH(I)
33309,2021-22,1,MSE799,16S/0X,2,NILESH PRAKASH GURAO(I)
33310,2021-22,1,MSE799,8S/0X,1,NILESH PRAKASH GURAO(I)
33311,2021-22,1,MSE799,36S/0X,80,NILESH PRAKASH GURAO(I)
33312,2021-22,1,MSE799,9S/0X,6,NILESH PRAKASH GURAO(I)
33313,2021-22,1,MSE799,18S/0X,9,NILESH PRAKASH GURAO(I)
33314,2021-22,1,MSE799,18S/18X,2,NILESH PRAKASH GURAO(I)
33315,2021-22,1,MSE799,0S/0X,1,NILESH PRAKASH GURAO(I)
33316,2021-22,1,MSE799,27S/0X,10,NILESH PRAKASH GURAO(I)
33317,2021-22,1,MSE799,0S/27X,1,NILESH PRAKASH GURAO(I)
33318,2021-22,1,MSE799,27S/9X,2,NILESH PRAKASH GURAO(I)
33319,2021-22,1,PHY799,16S/0X,1,SOUMIK  MUKHOPADHYAY (I)
33320,2021-22,1,PHY799,8S/0X,1,SOUMIK  MUKHOPADHYAY (I)
33321,2021-22,1,PHY799,0S/0X,3,SOUMIK  MUKHOPADHYAY (I)
33322,2021-22,1,PHY799,36S/0X,139,SOUMIK  MUKHOPADHYAY (I)
33323,2021-22,1,PHY799,18S/18X,1,SOUMIK  MUKHOPADHYAY (I)
33324,2021-22,1,PHY799,9S/27X,1,SOUMIK  MUKHOPADHYAY (I)
33325,2021-22,1,PHY799,0S/36X,3,SOUMIK  MUKHOPADHYAY (I)
33326,2021-22,1,PHY799,0S/27X,1,SOUMIK  MUKHOPADHYAY (I)
33327,2021-22,1,PHY799,27S/9X,2,SOUMIK  MUKHOPADHYAY (I)
33328,2021-22,1,PHY799,18S/0X,19,SOUMIK  MUKHOPADHYAY (I)
33329,2021-22,1,PHY799,27S/0X,3,SOUMIK  MUKHOPADHYAY (I)
33330,2021-22,1,PHY799,9S/0X,1,SOUMIK  MUKHOPADHYAY (I)
33331,2021-22,1,MS799,16S/0X,1,RAJEEV  GUPTA   (I)
33332,2021-22,1,MS799,8S/0X,2,RAJEEV  GUPTA   (I)
33333,2021-22,1,MS799,0S/0X,1,RAJEEV  GUPTA   (I)
33334,2021-22,1,MS799,0S/18X,1,RAJEEV  GUPTA   (I)
33335,2021-22,1,MS799,36S/0X,24,RAJEEV  GUPTA   (I)
33336,2021-22,1,MS799,18S/0X,1,RAJEEV  GUPTA   (I)
33337,2021-22,1,PSE799,16S/0X,3,SAURABH MANI  TRIPATHI   (I)
33338,2021-22,1,PSE799,27S/0X,5,SAURABH MANI  TRIPATHI   (I)
33339,2021-22,1,PSE799,9S/18X,1,SAURABH MANI  TRIPATHI   (I)
33340,2021-22,1,PSE799,36S/0X,11,SAURABH MANI  TRIPATHI   (I)
33341,2021-22,1,PSE799,18S/0X,1,SAURABH MANI  TRIPATHI   (I)
33342,2021-22,1,CS799,8S/0X,2,SATYADEV  NANDAKUMAR   (I)
33343,2021-22,1,CS799,4S/0X,1,SATYADEV  NANDAKUMAR   (I)
33344,2021-22,1,CS799,36S/0X,46,SATYADEV  NANDAKUMAR   (I)
33345,2021-22,1,CS799,18S/0X,6,SATYADEV  NANDAKUMAR   (I)
33346,2021-22,1,CS799,27S/0X,17,SATYADEV  NANDAKUMAR   (I)
33347,2021-22,1,CS799,0S/27X,1,SATYADEV  NANDAKUMAR   (I)
33348,2021-22,1,CS799,18S/18X,4,SATYADEV  NANDAKUMAR   (I)
33349,2021-22,1,CS799,0S/0X,1,SATYADEV  NANDAKUMAR   (I)
33350,2021-22,1,CS799,0S/36X,1,SATYADEV  NANDAKUMAR   (I)
33351,2021-22,1,CS799,9S/27X,1,SATYADEV  NANDAKUMAR   (I)
33352,2021-22,1,CS799,9S/18X,1,SATYADEV  NANDAKUMAR   (I)
33353,2021-22,1,CS799,27S/9X,2,SATYADEV  NANDAKUMAR   (I)
33354,2021-22,1,CS799,9S/0X,8,SATYADEV  NANDAKUMAR   (I)
33355,2021-22,1,CS799,18S/9X,1,SATYADEV  NANDAKUMAR   (I)
33356,2021-22,1,BSE799,12S/4X,1,Nitin  Mohan(I)
33357,2021-22,1,BSE799,16S/0X,2,Nitin  Mohan(I)
33358,2021-22,1,BSE799,36S/0X,98,Nitin  Mohan(I)
33359,2021-22,1,BSE799,27S/9X,1,Nitin  Mohan(I)
33360,2021-22,1,BSE799,0S/36X,1,Nitin  Mohan(I)
33361,2021-22,1,BSE799,9S/0X,4,Nitin  Mohan(I)
33362,2021-22,1,BSE799,27S/0X,2,Nitin  Mohan(I)
33363,2021-22,1,BSE799,9S/9X,1,Nitin  Mohan(I)
33364,2021-22,1,BSE799,18S/0X,7,Nitin  Mohan(I)
33365,2021-22,1,PHI799,8S/8X,1,Lalit  Saraswat(I)
33366,2021-22,1,PHI799,0S/16X,1,Lalit  Saraswat(I)
33367,2021-22,1,PHI799,0S/36X,1,Lalit  Saraswat(I)
33368,2021-22,1,PHI799,36S/0X,7,Lalit  Saraswat(I)
33369,2021-22,1,PHI799,9S/0X,1,Lalit  Saraswat(I)
33370,2021-22,1,PHI799,18S/0X,2,Lalit  Saraswat(I)
33371,2021-22,1,SOC799,16S/0X,1,Lalit  Saraswat(I)
33372,2021-22,1,SOC799,36S/0X,26,Lalit  Saraswat(I)
33373,2021-22,1,SOC799,9S/0X,1,Lalit  Saraswat(I)
33374,2021-22,1,NT799,16S/0X,3,PANKAJ  WAHI   (I)
33375,2021-22,1,NT799,8S/0X,1,PANKAJ  WAHI   (I)
33376,2021-22,1,NT799,36S/0X,5,PANKAJ  WAHI   (I)
33377,2021-22,1,NT799,0S/27X,1,PANKAJ  WAHI   (I)
33378,2021-22,1,NT799,27S/0X,1,PANKAJ  WAHI   (I)
33379,2021-22,1,DES799,16S/0X,3,JANAKARAJAN  RAMKUMAR   (I)
33380,2021-22,1,DES799,36S/0X,31,JANAKARAJAN  RAMKUMAR   (I)
33381,2021-22,1,DES799,0S/0X,1,JANAKARAJAN  RAMKUMAR   (I)
33382,2021-22,1,DES799,18S/0X,2,JANAKARAJAN  RAMKUMAR   (I)
33383,2021-22,1,DES799,27S/0X,3,JANAKARAJAN  RAMKUMAR   (I)
33384,2021-22,1,PSY799,18S/0X,2,Lalit  Saraswat(I)
33385,2021-22,1,PSY799,27S/9X,1,Lalit  Saraswat(I)
33386,2021-22,1,PSY799,36S/0X,13,Lalit  Saraswat(I)
33387,2021-22,1,MTH799,36S/0X,43,SANTOSHA KUMAR PATTANAYAK(I)
33388,2021-22,1,MTH799,0S/0X,2,SANTOSHA KUMAR PATTANAYAK(I)
33389,2021-22,1,MTH799,18S/18X,1,SANTOSHA KUMAR PATTANAYAK(I)
33390,2021-22,1,MTH799,18S/9X,2,SANTOSHA KUMAR PATTANAYAK(I)
33391,2021-22,1,MTH799,27S/0X,9,SANTOSHA KUMAR PATTANAYAK(I)
33392,2021-22,1,MTH799,9S/9X,2,SANTOSHA KUMAR PATTANAYAK(I)
33393,2021-22,1,MTH799,0S/36X,1,SANTOSHA KUMAR PATTANAYAK(I)
33394,2021-22,1,MTH799,27S/9X,1,SANTOSHA KUMAR PATTANAYAK(I)
33395,2021-22,1,MTH799,9S/0X,1,SANTOSHA KUMAR PATTANAYAK(I)
33396,2021-22,1,ES799,27S/0X,7,Ishwar Cukkemane(I)
33397,2021-22,1,ES799,36S/0X,27,Ishwar Cukkemane(I)
33398,2021-22,1,ES799,0S/36X,3,Ishwar Cukkemane(I)
33399,2021-22,1,ES799,9S/27X,2,Ishwar Cukkemane(I)
33400,2021-22,1,ES799,27S/9X,4,Ishwar Cukkemane(I)
33401,2021-22,1,ES799,18S/18X,2,Ishwar Cukkemane(I)
33402,2021-22,1,ES799,0S/18X,1,Ishwar Cukkemane(I)
33403,2021-22,1,ES799,18S/0X,3,Ishwar Cukkemane(I)
33404,2021-22,1,ES799,9S/0X,3,Ishwar Cukkemane(I)
33405,2021-22,1,ES799,9S/9X,1,Ishwar Cukkemane(I)
33406,2021-22,1,ES799,36S,2,Ishwar Cukkemane(I)
33407,2021-22,1,PHY313A,C,7,"SAIKAT  GHOSH (I), SAGAR  CHAKRABORTY (O)"
33408,2021-22,1,PHY313A,F,1,"SAIKAT  GHOSH (I), SAGAR  CHAKRABORTY (O)"
33409,2021-22,1,PHY313A,B,5,"SAIKAT  GHOSH (I), SAGAR  CHAKRABORTY (O)"
33410,2021-22,1,PHY313A,A,7,"SAIKAT  GHOSH (I), SAGAR  CHAKRABORTY (O)"
33411,2021-22,1,PHY313A,A*,1,"SAIKAT  GHOSH (I), SAGAR  CHAKRABORTY (O)"
33412,2021-22,1,MSE681A,D,3,SARANG INGOLE (I)
33413,2021-22,1,MSE681A,A*,2,SARANG INGOLE (I)
33414,2021-22,1,MSE681A,B,5,SARANG INGOLE (I)
33415,2021-22,1,MSE681A,C,2,SARANG INGOLE (I)
33416,2021-22,1,MSE681A,A,3,SARANG INGOLE (I)
33417,2021-22,1,MSE681A,E,1,SARANG INGOLE (I)
33418,2021-22,1,CHE641A,C,18,VISWANATHAN  SHANKAR (I)
33419,2021-22,1,CHE641A,A*,2,VISWANATHAN  SHANKAR (I)
33420,2021-22,1,CHE641A,B,106,VISWANATHAN  SHANKAR (I)
33421,2021-22,1,CHE641A,A,27,VISWANATHAN  SHANKAR (I)
33422,2021-22,1,CHE641A,F,6,VISWANATHAN  SHANKAR (I)
33423,2021-22,1,MSE315A,A*,44,GOUTHAMA   (I)
33424,2021-22,1,MSE315A,C,3,GOUTHAMA   (I)
33425,2021-22,1,MSE315A,A,22,GOUTHAMA   (I)
33426,2021-22,1,MSE312A,B,21,SHOBIT OMAR(I)
33427,2021-22,1,MSE312A,A,40,SHOBIT OMAR(I)
33428,2021-22,1,MSE312A,C,3,SHOBIT OMAR(I)
33429,2021-22,1,MSE312A,A*,3,SHOBIT OMAR(I)
33430,2021-22,1,MSE658A,C,8,Nilesh Badwe(I)
33431,2021-22,1,MSE658A,D,2,Nilesh Badwe(I)
33432,2021-22,1,MSE658A,A,16,Nilesh Badwe(I)
33433,2021-22,1,MSE658A,B,16,Nilesh Badwe(I)
33434,2021-22,1,MSE658A,A*,3,Nilesh Badwe(I)
33435,2021-22,1,MSE313A,D,16,SUDHANSHU SHEKHAR  SINGH (I)
33436,2021-22,1,MSE313A,A,20,SUDHANSHU SHEKHAR  SINGH (I)
33437,2021-22,1,MSE313A,C,21,SUDHANSHU SHEKHAR  SINGH (I)
33438,2021-22,1,MSE313A,B,17,SUDHANSHU SHEKHAR  SINGH (I)
33439,2021-22,1,MSE313A,A*,2,SUDHANSHU SHEKHAR  SINGH (I)
33440,2021-22,1,MSE693A,C,12,VIVEK  VERMA (I)
33441,2021-22,1,MSE693A,B,16,VIVEK  VERMA (I)
33442,2021-22,1,MSE693A,A,17,VIVEK  VERMA (I)
33443,2021-22,1,MSE693A,D,1,VIVEK  VERMA (I)
33444,2021-22,1,CS699,0S/9X,1,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33445,2021-22,1,CS699,9S/0X,2,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33446,2021-22,1,CS699,27S/0X,18,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33447,2021-22,1,CS699,36S/0X,29,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33448,2021-22,1,CS699,18S/18X,8,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33449,2021-22,1,CS699,0S/36X,2,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33450,2021-22,1,CS699,0S/0X,5,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33451,2021-22,1,CS699,0S/18X,1,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33452,2021-22,1,CS699,0S/27X,2,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33453,2021-22,1,CS699,18S/0X,5,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33454,2021-22,1,CS699,27S/9X,11,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33455,2021-22,1,CS699,9S/9X,1,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33456,2021-22,1,CS699,18S/9X,3,"SATYADEV  NANDAKUMAR   (I), SURENDER  BASWANA   (O), SUBHAJIT  ROY (O)"
33457,2021-22,1,CS350A,F,16,AMEY KARKARE (I)
33458,2021-22,1,CS350A,E,4,AMEY KARKARE (I)
33459,2021-22,1,CS350A,A,18,AMEY KARKARE (I)
33460,2021-22,1,CS350A,D,19,AMEY KARKARE (I)
33461,2021-22,1,CS350A,B,18,AMEY KARKARE (I)
33462,2021-22,1,CS350A,C,12,AMEY KARKARE (I)
33463,2021-22,1,CS340A,D,20,RAGHUNATH  TEWARI (I)
33464,2021-22,1,CS340A,C,38,RAGHUNATH  TEWARI (I)
33465,2021-22,1,CS340A,B,49,RAGHUNATH  TEWARI (I)
33466,2021-22,1,CS340A,A,38,RAGHUNATH  TEWARI (I)
33467,2021-22,1,CS340A,F,1,RAGHUNATH  TEWARI (I)
33468,2021-22,1,CS340A,A*,1,RAGHUNATH  TEWARI (I)
33469,2021-22,1,ECO221A,D,11,SURAJIT  SINHA (I)
33470,2021-22,1,ECO221A,F,3,SURAJIT  SINHA (I)
33471,2021-22,1,ECO221A,C,57,SURAJIT  SINHA (I)
33472,2021-22,1,ECO221A,B,80,SURAJIT  SINHA (I)
33473,2021-22,1,ECO221A,A,34,SURAJIT  SINHA (I)
33474,2021-22,1,CS330A,F,7,Debadatta Mishra(I)
33475,2021-22,1,CS330A,D,13,Debadatta Mishra(I)
33476,2021-22,1,CS330A,C,27,Debadatta Mishra(I)
33477,2021-22,1,CS330A,B,64,Debadatta Mishra(I)
33478,2021-22,1,CS330A,A,39,Debadatta Mishra(I)
33479,2021-22,1,CS330A,A*,1,Debadatta Mishra(I)
33480,2021-22,1,ECO411A,B,39,"Bikramaditya Datta(I), Vasudha Jain(O)"
33481,2021-22,1,ECO411A,C,2,"Bikramaditya Datta(I), Vasudha Jain(O)"
33482,2021-22,1,ECO411A,F,1,"Bikramaditya Datta(I), Vasudha Jain(O)"
33483,2021-22,1,ECO411A,A,9,"Bikramaditya Datta(I), Vasudha Jain(O)"
33484,2021-22,1,ES451A,F,3,Syed Wajih Naqvi(I)
33485,2021-22,1,ES451A,C,10,Syed Wajih Naqvi(I)
33486,2021-22,1,ES451A,B,11,Syed Wajih Naqvi(I)
33487,2021-22,1,ES451A,E,1,Syed Wajih Naqvi(I)
33488,2021-22,1,ES451A,D,7,Syed Wajih Naqvi(I)
33489,2021-22,1,ES451A,A,6,Syed Wajih Naqvi(I)
33490,2021-22,1,ES451A,A*,1,Syed Wajih Naqvi(I)
33491,2021-22,1,ESO213A,F,4,ANIMESH MANDAL(I)
33492,2021-22,1,ESO213A,E,7,ANIMESH MANDAL(I)
33493,2021-22,1,ESO213A,C,36,ANIMESH MANDAL(I)
33494,2021-22,1,ESO213A,B,40,ANIMESH MANDAL(I)
33495,2021-22,1,ESO213A,D,6,ANIMESH MANDAL(I)
33496,2021-22,1,ESO213A,A,13,ANIMESH MANDAL(I)
33497,2021-22,1,MTH101A,D,228,Pingala Admin Not Offered(I)
33498,2021-22,1,MTH101A,F,43,Pingala Admin Not Offered(I)
33499,2021-22,1,MTH101A,C,683,Pingala Admin Not Offered(I)
33500,2021-22,1,MTH101A,A,26,Pingala Admin Not Offered(I)
33501,2021-22,1,MTH101A,B,239,Pingala Admin Not Offered(I)
33502,2021-22,1,AE691A,F,2,MANGAL  KOTHARI (I)
33503,2021-22,1,AE691A,A,4,MANGAL  KOTHARI (I)
33504,2021-22,1,AE691A,B,4,MANGAL  KOTHARI (I)
33505,2021-22,1,AE691A,C,1,MANGAL  KOTHARI (I)
33506,2021-22,1,AE691A,A*,1,MANGAL  KOTHARI (I)
33507,2021-22,1,ESO209A,F,52,ISHAN  SHARMA   (I)
33508,2021-22,1,ESO209A,E,44,ISHAN  SHARMA   (I)
33509,2021-22,1,ESO209A,D,44,ISHAN  SHARMA   (I)
33510,2021-22,1,ESO209A,C,49,ISHAN  SHARMA   (I)
33511,2021-22,1,ESO209A,B,47,ISHAN  SHARMA   (I)
33512,2021-22,1,ESO209A,A,23,ISHAN  SHARMA   (I)
33513,2021-22,1,ESO209A,A*,3,ISHAN  SHARMA   (I)
33514,2021-22,1,AE441A,F,2,SATHESH  MARIAPPAN (I)
33515,2021-22,1,AE441A,D,9,SATHESH  MARIAPPAN (I)
33516,2021-22,1,AE441A,A,12,SATHESH  MARIAPPAN (I)
33517,2021-22,1,AE441A,C,16,SATHESH  MARIAPPAN (I)
33518,2021-22,1,AE441A,A*,7,SATHESH  MARIAPPAN (I)
33519,2021-22,1,AE441A,B,12,SATHESH  MARIAPPAN (I)
33520,2021-22,1,CE371A,F,4,Amar Nath Chowdhury(I)
33521,2021-22,1,CE371A,C,41,Amar Nath Chowdhury(I)
33522,2021-22,1,CE371A,B,28,Amar Nath Chowdhury(I)
33523,2021-22,1,CE371A,A*,9,Amar Nath Chowdhury(I)
33524,2021-22,1,CE371A,A,29,Amar Nath Chowdhury(I)
33525,2021-22,1,CE371A,D,19,Amar Nath Chowdhury(I)
33526,2021-22,1,CE371A,E,2,Amar Nath Chowdhury(I)
33527,2021-22,1,CE311P,D,2,"PURNENDU  BOSE (I), VINOD  TARE (O)"
33528,2021-22,1,CE311P,B,62,"PURNENDU  BOSE (I), VINOD  TARE (O)"
33529,2021-22,1,CE311P,C,3,"PURNENDU  BOSE (I), VINOD  TARE (O)"
33530,2021-22,1,CE311P,A,61,"PURNENDU  BOSE (I), VINOD  TARE (O)"
33531,2021-22,1,CE311P,A*,1,"PURNENDU  BOSE (I), VINOD  TARE (O)"
33532,2021-22,1,CE351A,F,3,"PRIYANKA  GHOSH (I), ARGHYA DAS(O)"
33533,2021-22,1,CE351A,D,33,"PRIYANKA  GHOSH (I), ARGHYA DAS(O)"
33534,2021-22,1,CE351A,C,31,"PRIYANKA  GHOSH (I), ARGHYA DAS(O)"
33535,2021-22,1,CE351A,A,30,"PRIYANKA  GHOSH (I), ARGHYA DAS(O)"
33536,2021-22,1,CE351A,B,33,"PRIYANKA  GHOSH (I), ARGHYA DAS(O)"
33537,2021-22,1,CE351A,E,2,"PRIYANKA  GHOSH (I), ARGHYA DAS(O)"
33538,2021-22,1,ESO208A,E,3,RICHA  OJHA (I)
33539,2021-22,1,ESO208A,C,76,RICHA  OJHA (I)
33540,2021-22,1,ESO208A,D,43,RICHA  OJHA (I)
33541,2021-22,1,ESO208A,B,175,RICHA  OJHA (I)
33542,2021-22,1,ESO208A,A,50,RICHA  OJHA (I)
33543,2021-22,1,ESO208A,F,1,RICHA  OJHA (I)
33544,2021-22,1,CE311T,C,61,"MUKESH  SHARMA (I), TARUN  GUPTA (O)"
33545,2021-22,1,CE311T,D,1,"MUKESH  SHARMA (I), TARUN  GUPTA (O)"
33546,2021-22,1,CE311T,B,37,"MUKESH  SHARMA (I), TARUN  GUPTA (O)"
33547,2021-22,1,CE311T,A*,4,"MUKESH  SHARMA (I), TARUN  GUPTA (O)"
33548,2021-22,1,CE311T,A,28,"MUKESH  SHARMA (I), TARUN  GUPTA (O)"
33549,2021-22,1,CE341A,S,128,PRISHATI  RAYCHOWDHURY   (I)
33550,2021-22,1,AE461A,C,10,Subrahmanyam Saderla(I)
33551,2021-22,1,AE461A,D,4,Subrahmanyam Saderla(I)
33552,2021-22,1,AE461A,A*,4,Subrahmanyam Saderla(I)
33553,2021-22,1,AE461A,B,21,Subrahmanyam Saderla(I)
33554,2021-22,1,AE461A,A,19,Subrahmanyam Saderla(I)
33555,2021-22,1,ME301A,C,36,AVINASH KUMAR AGARWAL (I)
33556,2021-22,1,ME301A,F,5,AVINASH KUMAR AGARWAL (I)
33557,2021-22,1,ME301A,E,5,AVINASH KUMAR AGARWAL (I)
33558,2021-22,1,ME301A,B,42,AVINASH KUMAR AGARWAL (I)
33559,2021-22,1,ME301A,A,15,AVINASH KUMAR AGARWAL (I)
33560,2021-22,1,ME301A,A*,6,AVINASH KUMAR AGARWAL (I)
33561,2021-22,1,ME301A,D,15,AVINASH KUMAR AGARWAL (I)
33562,2021-22,1,AE481A,D,2,SANJAY  MITTAL   (I)
33563,2021-22,1,AE481A,B,10,SANJAY  MITTAL   (I)
33564,2021-22,1,AE481A,A,16,SANJAY  MITTAL   (I)
33565,2021-22,1,AE481A,A*,1,SANJAY  MITTAL   (I)
33566,2021-22,1,AE481A,C,8,SANJAY  MITTAL   (I)
33567,2021-22,1,AE481A,F,1,SANJAY  MITTAL   (I)
33568,2021-22,1,BSE492A,C,1,ASHOK  KUMAR (I)
